customer_id,first_name,last_name,email,phone,signup_date,country,city,segment
1410,Liam,Lopez,llopez77@outlook.com,+19-577-643-7006,2025-06-23,Spain,Seville,B2C
1411,Hassan,Miller,hmiller4724@company.com,,2025-09-01,Germany,Cologne,B2C
1412,Ibrahim,Thompson,ithompson5447@gmail.com,+56-375-844-5037,2023-04-24,Netherlands,Utrecht,B2C
1413,Hassan,Wilson,hwilson2313@outlook.com,+75-536-383-6933,2022-11-11,Netherlands,Eindhoven,B2B
1414,Omar,El Amrani,oel amrani5407@company.com,+19-575-169-7890,2023-03-02,Netherlands,Utrecht,VIP
1415,Liam,El Amrani,lel amrani580@company.com,+79-117-593-2002,2022-08-18,USA,Austin,B2B
1416,Amal,Jackson,ajackson5654@outlook.com,+25-607-113-5121,2024-09-01,Canada,Calgary,B2C
1417,Zara,Smith,zsmith4199@company.com,+11-671-869-6412,2025-06-28,UAE,Sharjah,B2B
1418,Youssef,Jackson,yjackson5762@outlook.com,+56-632-496-2761,2022-08-18,UAE,Abu Dhabi,B2C
1419,Sofia,Martin,smartin5780@company.com,+63-554-973-6261,2022-07-03,Canada,Ottawa,B2C
1420,Amal,Johnson,ajohnson6718@company.com,+64-778-555-7811,2022-07-12,Canada,Montreal,B2C
1421,Omar,Taylor,otaylor6067@company.com,+66-175-949-1160,2023-07-26,Morocco,Rabat,B2C
1422,Leila,Lopez,llopez4238@yahoo.com,+26-494-536-5177,2022-10-25,France,Paris,VIP
1423,Noah,El Amrani,nel amrani2978@gmail.com,+62-354-267-5448,2024-12-01,UAE,Abu Dhabi,Occasional
1424,Hassan,Martinez,hmartinez9127@yahoo.com,+90-149-373-5893,2023-09-10,UK,Manchester,Occasional
1425,Emma,Clark,eclark6944@gmail.com,+90-175-305-1422,2025-06-09,UAE,Abu Dhabi,B2C
1426,Hassan,Lopez,hlopez7900@outlook.com,+20-603-801-8634,2024-03-02,Netherlands,Rotterdam,B2C
1427,Olivia,Bennani,obennani9313@company.com,+14-114-590-7344,2024-11-17,Canada,Calgary,Loyal
1428,Hassan,Johnson,hjohnson1996@outlook.com,+46-812-312-4313,2024-04-26,Morocco,Fes,VIP
1429,Omar,Moore,omoore8984@gmail.com,+44-489-771-2772,2025-05-08,UK,Manchester,Occasional
1430,Ethan,Anderson,eanderson7956@company.com,+64-890-671-2202,2022-11-14,USA,Austin,B2C
1431,Hassan,Thompson,hthompson9774@outlook.com,+28-954-690-4948,2025-02-03,UK,Leeds,Loyal
1432,Olivia,Mahboub,omahboub6959@company.com,+65-263-428-7362,2022-08-16,Morocco,Rabat,B2C
1433,Adam,Clark,aclark5158@company.com,+90-176-419-1155,2024-03-10,Netherlands,Eindhoven,B2C
1434,Adam,El Amrani,ael amrani1628@gmail.com,+40-518-254-7290,2022-08-27,Canada,Vancouver,B2B
1435,Hassan,Wilson,hwilson2874@company.com,+17-117-756-5323,2023-06-16,Germany,Frankfurt,B2C
1436,Ethan,Miller,emiller6524@gmail.com,+11-219-725-9479,2022-08-31,UAE,Sharjah,B2C
1437,Liam,Miller,lmiller9637@outlook.com,+22-797-163-5666,2023-10-06,UK,London,Occasional
1438,Ibrahim,Martinez,imartinez1603@company.com,+76-835-857-3633,2024-05-12,Germany,Frankfurt,B2C
1439,Youssef,Wilson,ywilson6771@company.com,+22-934-183-1282,2022-12-22,Spain,Valencia,Occasional
1440,Adam,Martinez,amartinez731@company.com,+79-503-402-9514,2024-02-21,Morocco,Marrakesh,Loyal
1441,Leila,Garcia,lgarcia2753@outlook.com,+71-847-942-3921,2023-04-27,Italy,Turin,B2C
1442,Olivia,Taylor,otaylor4233@outlook.com,+40-599-709-4717,2024-12-20,Spain,Seville,B2C
1443,Sam,Anderson,sanderson2240@company.com,+40-557-792-5223,2023-01-07,Canada,Toronto,B2B
1444,Noah,Brown,nbrown9719@yahoo.com,+14-645-156-2689,2025-01-29,Italy,Rome,B2C
1445,Ibrahim,El Amrani,iel amrani661@outlook.com,+30-524-166-1637,2023-04-09,Morocco,Fes,B2B
1446,Ethan,El Amrani,eel amrani8744@outlook.com,+78-699-206-5467,2023-09-01,Canada,Vancouver,Occasional
1447,Adam,Martin,amartin5938@gmail.com,+19-890-202-2277,2024-02-12,UAE,Sharjah,B2C
1448,Mia,Martinez,mmartinez6773@outlook.com,+95-917-537-7293,2023-11-20,Morocco,Casablanca,Occasional
1449,Lucas,Wilson,lwilson1732@yahoo.com,+72-157-387-8695,2024-06-17,UAE,Abu Dhabi,B2C
1450,Sofia,Thompson,sthompson9898@gmail.com,+63-496-164-7047,2025-08-09,UK,Leeds,Loyal
1451,Zara,Taylor,ztaylor7200@yahoo.com,+86-806-628-9792,2024-04-05,UAE,Dubai,B2C
1452,Sofia,Martin,smartin8162@outlook.com,+27-560-751-3961,2023-11-24,Germany,Hamburg,Loyal
1453,Lucas,Brown,lbrown8650@outlook.com,+14-782-747-5103,2022-12-22,Italy,Milan,B2C
1454,Ava,Mahboub,amahboub9922@gmail.com,+77-955-660-5818,2023-05-31,Canada,Montreal,B2C
1455,Maria,Garcia,mgarcia7971@gmail.com,+87-363-167-7812,2023-11-30,Italy,Rome,B2C
1456,Olivia,Brown,obrown7500@yahoo.com,+10-705-548-5130,2025-02-26,Germany,Berlin,Loyal
1457,Ethan,Moore,emoore5617@yahoo.com,+68-885-730-5323,2023-05-31,UAE,Sharjah,Loyal
1458,Ibrahim,Wilson,iwilson693@yahoo.com,+23-657-199-5498,2023-12-25,Spain,Madrid,B2C
1459,Liam,Jackson,ljackson65@company.com,+28-227-405-7026,2024-10-23,France,Toulouse,B2C
1460,Youssef,Wilson,ywilson5502@yahoo.com,+64-275-846-8754,2023-11-13,UAE,Sharjah,B2C
1461,Zara,Garcia,zgarcia6933@outlook.com,+63-789-102-1158,2023-09-17,Morocco,Tangier,B2C
1462,Mia,El Amrani,mel amrani348@company.com,+17-695-997-1176,2022-09-12,UK,Leeds,VIP
1463,Sofia,Brown,sbrown5193@yahoo.com,+4-963-985-5820,2023-04-17,Netherlands,Utrecht,B2C
1464,Liam,Bennani,lbennani293@yahoo.com,+62-946-931-8106,2024-05-08,Netherlands,Rotterdam,Loyal
1465,Alex,Moore,amoore5164@gmail.com,+49-798-481-4493,2022-12-21,Canada,Ottawa,B2C
1466,Amal,Anderson,aanderson5513@gmail.com,+51-518-596-8556,2024-10-17,UAE,Sharjah,Occasional
1467,Ava,Mahboub,amahboub1853@company.com,+68-923-840-1400,2024-07-09,UAE,Abu Dhabi,B2C
1468,Mia,Martinez,zbrown8734@yahoo.com,+22-130-501-3720,2023-01-20,Spain,Valencia,B2C
1469,Noah,Miller,nmiller3353@company.com,+87-456-768-2849,2024-01-11,France,Paris,B2C
1470,Adam,Clark,aclark9923@gmail.com,+51-881-742-7639,2022-09-04,Spain,Barcelona,B2C
1471,Maria,Moore,mmoore9376@outlook.com,+80-933-970-2298,2022-12-06,France,Paris,B2C
1472,Adam,Garcia,agarcia2714@company.com,+6-191-822-3245,2022-09-21,France,Lyon,B2C
1473,Mia,El Amrani,mel amrani5844@gmail.com,+29-602-305-6687,2025-06-30,Spain,Valencia,B2C
1474,Noah,Wilson,nwilson385@yahoo.com,+62-164-678-7697,2022-07-03,Canada,Vancouver,B2C
1475,Leila,Miller,lmiller9571@company.com,+11-626-486-7711,2023-05-16,Morocco,Fes,B2C
1476,Sofia,Lopez,slopez9282@yahoo.com,+5-783-513-1378,2022-11-26,Morocco,Marrakesh,B2B
1477,Emma,Clark,eclark786@company.com,+34-882-209-9503,2024-10-22,Morocco,Casablanca,VIP
1478,Noah,Clark,nclark7733@company.com,+60-914-706-7359,2023-09-19,France,Lyon,VIP
1479,Sam,El Amrani,sel amrani4526@gmail.com,+42-322-751-5659,2025-05-14,Spain,Barcelona,B2C
1480,Amal,Clark,aclark8189@yahoo.com,+53-451-519-7860,2025-03-02,France,Bordeaux,B2C
1481,Emma,El Amrani,eel amrani2676@gmail.com,,2022-07-24,Spain,Seville,B2B
1482,Adam,Thompson,athompson8993@gmail.com,+50-335-658-9959,2023-03-22,Spain,Valencia,B2C
1483,Mia,Davis,mdavis3354@gmail.com,+77-313-870-8907,2024-12-12,Germany,Berlin,Loyal
1484,Liam,Jackson,ljackson730@yahoo.com,+14-439-790-1543,2024-10-20,Netherlands,Rotterdam,B2C
1485,Hassan,Miller,hmiller4638@gmail.com,+67-419-368-3788,2024-12-05,Netherlands,Amsterdam,B2C
1486,Olivia,Brown,obrown5381@outlook.com,+36-528-972-3207,2023-03-03,UAE,Dubai,B2B
1487,Sam,Clark,sclark8094@company.com,+92-461-635-3992,2024-08-03,USA,Miami,B2B
1488,Olivia,Martin,omartin8182@outlook.com,+78-821-192-1009,2023-04-03,France,Toulouse,B2B
1489,Lucas,Brown,lbrown3688@company.com,+29-443-601-6610,2025-06-11,Canada,Montreal,Loyal
1490,Zara,Bennani,zbennani6577@company.com,+10-554-885-4500,2025-05-17,France,Lyon,VIP
1491,Maria,Clark,mclark3769@gmail.com,+91-339-935-9762,2023-12-30,Italy,Florence,B2C
1492,Noah,Martin,nmartin6503@company.com,+49-515-331-2892,2022-07-29,UK,Liverpool,Occasional
1493,Liam,Lopez,llopez7566@gmail.com,+91-184-951-6520,2024-04-04,Morocco,Marrakesh,B2C
1494,Liam,Thompson,lthompson9462@gmail.com,+31-719-816-5826,2024-09-20,Morocco,Rabat,B2C
1495,Maria,Wilson,mwilson6028@outlook.com,+40-326-896-7961,2025-06-03,UAE,Sharjah,B2C
1496,Noah,Clark,nclark7070@outlook.com,+44-577-916-6203,2022-09-05,Germany,Munich,B2C
1497,Emma,Mahboub,emahboub1396@outlook.com,+70-398-206-4940,2025-09-13,France,Bordeaux,B2C
1498,Liam,Jackson,ljackson7804@yahoo.com,+53-262-472-8622,2022-07-31,Spain,Seville,B2C
1499,Zara,Brown,zbrown5430@gmail.com,+90-616-136-7479,2025-04-24,Canada,Toronto,Occasional
1500,Adam,Miller,amiller4293@company.com,+77-404-133-8955,2024-06-12,Morocco,Casablanca,Loyal
1501,Mia,Davis,mdavis2885@yahoo.com,+96-712-564-9718,2023-10-07,Italy,Turin,B2C
1502,Zara,Lopez,zlopez4099@company.com,+79-790-597-3182,2024-07-30,Spain,Valencia,B2C
1503,Leila,Thompson,lthompson4936@gmail.com,+92-485-336-6711,2025-09-09,Netherlands,Rotterdam,B2C
1504,Maria,Jackson,mjackson3954@yahoo.com,+17-597-462-8628,2024-01-02,UK,Liverpool,B2C
1505,Ibrahim,Smith,ismith2854@company.com,+60-793-896-6986,2023-11-30,Canada,Toronto,B2C
1506,Leila,Anderson,landerson605@outlook.com,+38-476-462-3855,2025-06-09,Italy,Rome,B2C
1507,Leila,Johnson,ljohnson9358@outlook.com,+8-337-618-2064,2023-03-15,UK,Leeds,B2C
1508,Liam,Martinez,lmartinez3297@company.com,+29-475-646-4478,2024-11-29,USA,Austin,B2C
1509,Ibrahim,Brown,ibrown3271@yahoo.com,+94-875-174-8597,2024-02-22,Netherlands,Utrecht,B2C
1510,Omar,Davis,odavis9891@yahoo.com,+63-737-199-3801,2025-04-28,France,Bordeaux,B2B
1511,Ibrahim,Taylor,itaylor8670@outlook.com,+58-890-313-9531,2024-08-28,Spain,Valencia,B2C
1512,Ava,Smith,asmith2963@gmail.com,+52-240-925-4892,2024-10-22,UAE,Sharjah,B2C
1513,Ethan,Jackson,ejackson6125@company.com,+86-244-819-3163,2025-01-06,Italy,Florence,B2C
1514,Noah,Johnson,njohnson5199@yahoo.com,+11-358-686-2213,2024-01-27,Morocco,Tangier,B2C
1515,Ibrahim,Bennani,ibennani9665@yahoo.com,+9-594-388-7086,2025-03-24,USA,Austin,Occasional
1516,Sam,Haddad,shaddad3543@gmail.com,,2023-03-06,Morocco,Casablanca,VIP
1517,Olivia,Martinez,omartinez5584@gmail.com,+35-802-305-9368,2024-09-16,UK,Manchester,Occasional
1518,Ethan,Bennani,ebennani1706@company.com,+33-417-744-1814,2022-07-15,Germany,Berlin,B2C
1519,Noah,Lopez,nlopez7221@gmail.com,+51-720-684-2253,2023-07-27,Spain,Madrid,B2C
1520,Maria,Miller,mmiller2004@gmail.com,+4-290-887-5767,2023-01-20,Canada,Ottawa,B2C
1521,Adam,Garcia,agarcia3022@outlook.com,+55-844-856-6295,2025-02-24,France,Bordeaux,Loyal
1522,Alex,Brown,abrown7878@yahoo.com,+8-928-823-9025,2025-07-25,Canada,Montreal,B2C
1523,Emma,Taylor,etaylor8307@yahoo.com,+83-639-274-3045,2025-03-08,Canada,Montreal,B2C
1524,Alex,Martinez,amartinez660@outlook.com,+39-424-551-5816,2023-03-04,Netherlands,Utrecht,B2C
1525,Alex,El Amrani,ael amrani7793@yahoo.com,+30-682-238-6496,2022-08-19,Spain,Madrid,B2C
1526,Alex,Haddad,ahaddad980@company.com,+73-864-700-8971,2023-01-12,France,Lyon,B2C
1527,Noah,Garcia,ngarcia9789@yahoo.com,+96-215-325-6545,2025-02-14,USA,Chicago,B2C
1528,Adam,Bennani,abennani1560@company.com,+9-959-438-5188,2024-02-26,USA,San Francisco,VIP
1529,Lucas,Bennani,lbennani8352@gmail.com,+15-186-403-3234,2022-10-16,Morocco,Tangier,B2B
1530,Hassan,Martinez,hmartinez7470@gmail.com,+7-599-148-9777,2025-02-19,Italy,Naples,B2B
1531,Youssef,Wilson,ywilson390@company.com,+64-223-202-8132,2025-03-26,UAE,Abu Dhabi,B2C
1532,Sam,Bennani,sbennani8216@gmail.com,+46-867-541-5691,2023-04-08,Italy,Florence,B2C
1533,Mia,Haddad,mhaddad3286@gmail.com,+67-526-819-1454,2024-12-21,USA,Miami,B2C
1534,Amal,Smith,asmith2694@yahoo.com,+55-520-588-1524,2023-05-21,Germany,Berlin,B2C
1535,Liam,Brown,lbrown6444@yahoo.com,,2023-09-30,Netherlands,Utrecht,B2C
1536,Youssef,Davis,ydavis9583@gmail.com,,2023-02-12,Morocco,Casablanca,B2C
1537,Adam,Brown,abrown2316@outlook.com,+74-182-326-6438,2023-12-23,Spain,Madrid,B2C
1538,Lucas,Lopez,llopez2847@outlook.com,+95-921-490-2164,2023-03-13,Netherlands,Eindhoven,Loyal
1539,Hassan,Bennani,hbennani6635@yahoo.com,+52-864-991-7562,2024-09-21,Netherlands,Amsterdam,B2B
1540,Ethan,Anderson,eanderson5001@outlook.com,+97-826-863-2523,2024-12-22,Italy,Milan,B2C
1541,Ava,Anderson,aanderson5742@gmail.com,+96-462-142-6274,2025-07-18,UAE,Sharjah,B2C
1542,Mia,Jackson,mjackson2223@gmail.com,,2023-08-03,France,Toulouse,B2B
1543,Zara,Martinez,zmartinez4329@outlook.com,+50-872-690-2344,2023-01-25,Italy,Milan,B2B
1544,Emma,Haddad,ehaddad8299@company.com,+95-933-959-6716,2023-10-18,USA,Austin,B2C
1545,Youssef,Brown,ybrown1186@gmail.com,+51-556-993-2957,2023-12-30,Spain,Madrid,B2C
1546,Sofia,Smith,ssmith1957@outlook.com,+69-159-761-2367,2022-08-22,Morocco,Rabat,B2C
1547,Emma,Thompson,ethompson5874@outlook.com,,2023-10-26,USA,New York,B2C
1548,Maria,Miller,mmiller5187@outlook.com,+91-806-196-8847,2025-02-19,France,Toulouse,B2C
1549,Sofia,Jackson,sjackson4718@yahoo.com,+48-254-270-8205,2023-12-14,France,Lyon,Loyal
1550,Sofia,Martinez,smartinez4340@company.com,+13-858-156-8350,2022-08-31,France,Bordeaux,Loyal
1551,Maria,Mahboub,mmahboub572@outlook.com,+49-273-517-5129,2023-08-09,France,Marseille,B2C
1552,Lucas,Davis,ldavis1402@yahoo.com,+70-505-362-7872,2023-07-20,UK,Manchester,B2C
1553,Adam,Miller,amiller8195@company.com,+90-853-348-7446,2023-11-26,Netherlands,Utrecht,Occasional
1554,Maria,Thompson,mthompson5727@company.com,+17-942-652-9392,2023-10-22,Canada,Ottawa,B2B
1555,Mia,Bennani,mbennani756@gmail.com,+20-168-149-8375,2023-01-18,Morocco,Marrakesh,Occasional
1556,Mia,Martinez,mmartinez7687@yahoo.com,+50-441-946-9886,2024-10-19,Canada,Calgary,B2C
1557,Lucas,Lopez,llopez8060@gmail.com,+29-850-936-2429,2023-04-17,UAE,Dubai,Loyal
1558,Sam,Clark,sclark351@outlook.com,+71-327-562-7008,2024-03-17,France,Paris,B2C
1559,Noah,Martinez,nmartinez8825@company.com,+6-346-626-3409,2024-11-02,UK,Leeds,B2C
1560,Sam,Haddad,shaddad7883@company.com,+26-516-588-4073,2025-03-05,USA,Austin,Occasional
1561,Adam,Bennani,abennani6224@yahoo.com,,2023-03-06,Morocco,Casablanca,B2C
1562,Sam,Jackson,sjackson1007@outlook.com,+86-686-652-3607,2024-09-02,Italy,Rome,B2B
1563,Ethan,Jackson,ejackson3580@gmail.com,+80-383-458-7165,2023-07-25,Germany,Cologne,B2C
1564,Alex,Johnson,ajohnson3807@gmail.com,+96-870-724-8182,2024-12-21,UK,London,B2C
1565,Zara,Haddad,zhaddad1240@company.com,+69-792-566-1689,2025-07-23,Italy,Milan,Loyal
1566,Ava,Martinez,amartinez8908@gmail.com,,2024-12-23,USA,Miami,B2C
1567,Alex,El Amrani,ael amrani3633@company.com,+2-346-579-5000,2023-09-25,Italy,Florence,B2C
1568,Leila,Taylor,ltaylor7960@yahoo.com,+23-371-371-5382,2024-01-20,UAE,Abu Dhabi,Loyal
1569,Alex,Clark,aclark2713@outlook.com,+98-252-210-9677,2023-04-26,Morocco,Fes,B2C
1570,Ava,Thompson,athompson4156@gmail.com,+10-463-679-1494,2025-08-17,Spain,Valencia,B2C
1571,Ethan,Taylor,etaylor7918@company.com,+8-919-793-5730,2024-05-30,Netherlands,Amsterdam,B2C
1572,Adam,Smith,asmith7962@yahoo.com,+26-317-566-5489,2022-12-27,UK,London,VIP
1573,Sofia,Moore,smoore6515@gmail.com,+70-861-675-4268,2025-01-05,UAE,Sharjah,B2C
1574,Omar,Clark,oclark2764@outlook.com,+64-131-873-4917,2024-04-29,Morocco,Rabat,B2C
1575,Olivia,Miller,omiller7061@gmail.com,+28-746-936-6336,2025-03-19,Italy,Naples,B2C
1576,Maria,El Amrani,mel amrani4021@gmail.com,+72-509-741-7599,2022-12-22,Germany,Berlin,B2C
1577,Noah,Martinez,nmartinez9932@yahoo.com,+32-570-824-8484,2022-09-03,Netherlands,Amsterdam,B2C
1578,Olivia,Martinez,omartinez5520@yahoo.com,+95-786-985-3999,2025-04-13,USA,Chicago,Loyal
1579,Liam,Garcia,lgarcia7763@yahoo.com,+22-827-288-8070,2023-10-30,UAE,Abu Dhabi,B2C
1580,Emma,Martin,emartin6297@outlook.com,+93-442-406-5283,2024-11-20,Canada,Calgary,B2C
1581,Leila,Garcia,lgarcia1276@company.com,+26-672-270-8093,2022-10-13,Netherlands,The Hague,B2C
1582,Sam,Bennani,sbennani3667@gmail.com,,2023-05-14,Canada,Toronto,B2C
1583,Lucas,Moore,lmoore8574@outlook.com,+15-392-231-8975,2023-05-21,Canada,Toronto,B2C
1584,Ethan,Davis,edavis6550@outlook.com,+3-839-273-3710,2023-11-15,Spain,Barcelona,Occasional
1585,Amal,Garcia,agarcia6710@yahoo.com,+67-289-305-7971,2022-11-30,Morocco,Rabat,B2C
1586,Leila,Taylor,ltaylor3817@yahoo.com,+28-972-439-7549,2024-02-01,France,Bordeaux,B2C
1587,Sam,Garcia,sgarcia5901@gmail.com,+18-459-414-4061,2023-07-22,Italy,Rome,Loyal
1588,Mia,El Amrani,mel amrani9489@yahoo.com,+76-291-281-6394,2025-04-30,Canada,Montreal,B2B
1589,Emma,Lopez,elopez9940@company.com,+76-145-370-8783,2023-09-18,France,Lyon,B2B
1590,Adam,Lopez,alopez6346@company.com,+56-701-528-4973,2022-12-28,Netherlands,Eindhoven,B2C
1591,Sofia,El Amrani,sel amrani53@yahoo.com,+22-249-949-3281,2024-02-07,Canada,Montreal,B2C
1592,Olivia,El Amrani,oel amrani145@company.com,+13-858-407-8574,2025-08-02,UAE,Abu Dhabi,B2C
1593,Youssef,Mahboub,ymahboub6561@yahoo.com,+20-263-279-6411,2023-04-23,Spain,Valencia,B2C
1594,Lucas,Moore,lmoore8987@yahoo.com,+30-830-997-4508,2024-07-06,UAE,Sharjah,B2C
1595,Adam,Thompson,athompson1183@yahoo.com,+42-638-171-4150,2023-12-16,Spain,Madrid,B2B
1596,Sam,Clark,sclark9865@gmail.com,+72-857-865-8826,2025-02-08,UAE,Dubai,B2B
1597,Emma,Garcia,egarcia9833@gmail.com,+10-595-632-3178,2023-06-15,Spain,Valencia,B2C
1598,Adam,Johnson,ajohnson9987@yahoo.com,+12-262-548-8720,2025-02-13,Italy,Naples,Occasional
1599,Liam,Wilson,lwilson8363@company.com,+90-200-827-8932,2023-08-18,France,Lyon,B2B
1600,Sam,Wilson,swilson8255@company.com,+82-471-279-9124,2025-09-05,Morocco,Marrakesh,B2C
1601,Hassan,Wilson,hwilson7592@gmail.com,+85-751-658-9805,2024-04-18,Morocco,Tangier,B2B
1602,Adam,Lopez,alopez3016@outlook.com,+21-622-755-4864,2025-06-15,Morocco,Fes,B2C
1603,Ava,Martin,amartin9352@yahoo.com,+7-109-778-7016,2022-06-29,France,Paris,B2C
1604,Leila,Bennani,lbennani4430@outlook.com,+48-303-611-1229,2025-05-01,UK,Birmingham,B2C
1605,Alex,Miller,amiller9485@company.com,+5-959-619-1096,2024-09-22,Morocco,Casablanca,B2C
1606,Liam,Smith,lsmith6351@outlook.com,+15-269-506-7445,2025-09-09,USA,Chicago,B2B
1607,Sofia,Moore,smoore6691@company.com,+73-200-405-7145,2022-12-29,France,Paris,B2C
1608,Ava,Davis,adavis8271@yahoo.com,+54-706-385-7061,2024-10-04,Netherlands,Utrecht,B2C
1609,Sofia,Miller,smiller8427@yahoo.com,+95-895-938-1973,2025-09-12,France,Bordeaux,B2C
1610,Olivia,Miller,omiller2147@gmail.com,,2025-08-01,UK,Leeds,VIP
1611,Ava,Smith,asmith7843@outlook.com,+65-739-356-8930,2023-12-25,Morocco,Rabat,B2C
1612,Olivia,Martinez,omartinez448@gmail.com,+87-621-179-4970,2023-04-28,Italy,Rome,Loyal
1613,Ethan,Taylor,etaylor881@yahoo.com,,2024-05-31,Netherlands,The Hague,Loyal
1614,Olivia,Martin,omartin5347@outlook.com,+45-842-791-4127,2024-02-14,Italy,Turin,B2C
1615,Liam,Johnson,ljohnson3265@outlook.com,+71-902-269-3151,2023-12-24,Netherlands,Amsterdam,B2C
1616,Emma,El Amrani,eel amrani6170@company.com,+53-982-994-1147,2025-03-05,Spain,Barcelona,Loyal
1617,Leila,Bennani,lbennani8314@outlook.com,+82-254-876-2949,2025-07-02,Canada,Montreal,B2C
1618,Alex,Taylor,ataylor34@yahoo.com,+51-900-812-2630,2022-07-31,Italy,Naples,B2C
1619,Leila,Clark,lclark8082@company.com,+57-953-784-3829,2025-05-03,Germany,Hamburg,Occasional
1620,Liam,Moore,lmoore7958@gmail.com,+2-215-237-4049,2024-05-26,France,Lyon,VIP
1621,Ibrahim,Smith,ismith3604@outlook.com,+88-444-832-9565,2024-02-11,Italy,Rome,B2C
1622,Maria,Mahboub,mmahboub2803@company.com,+28-298-655-9058,2025-02-04,Germany,Munich,B2C
1623,Alex,Clark,aclark1756@company.com,+20-341-415-9867,2025-02-08,Morocco,Fes,VIP
1624,Sofia,Lopez,slopez5758@outlook.com,+97-728-958-7588,2025-07-19,Netherlands,The Hague,B2C
1625,Adam,Thompson,athompson3922@outlook.com,+74-171-849-4675,2025-01-06,Morocco,Tangier,B2C
1626,Mia,Brown,mbrown8360@company.com,+18-905-880-9990,2024-01-13,Germany,Cologne,B2B
1627,Liam,Martinez,lmartinez4549@outlook.com,+24-370-266-4386,2024-07-04,Spain,Seville,B2C
1628,Zara,El Amrani,zel amrani5062@outlook.com,+89-498-406-1745,2023-11-22,Spain,Valencia,Loyal
1629,Ibrahim,Davis,idavis7562@gmail.com,+13-488-286-1403,2024-01-16,Italy,Naples,B2C
1630,Alex,Davis,adavis4937@outlook.com,+93-747-910-3662,2025-04-17,Canada,Vancouver,B2C
1631,Lucas,Moore,lmoore2265@yahoo.com,+93-172-193-9979,2023-03-27,Canada,Calgary,B2C
1632,Ibrahim,Haddad,ihaddad6408@company.com,+21-309-636-5060,2022-08-09,Canada,Vancouver,B2C
1633,Youssef,Wilson,ywilson1083@yahoo.com,+19-920-699-8266,2025-06-13,Morocco,Rabat,B2C
1634,Lucas,Jackson,ljackson1684@gmail.com,+55-153-925-4643,2023-09-22,Italy,Milan,B2C
1635,Zara,Martin,zmartin3536@company.com,+8-535-257-4723,2023-04-14,Spain,Seville,B2C
1636,Liam,Martin,lmartin782@outlook.com,+25-147-775-9042,2024-04-16,USA,Miami,B2C
1637,Sam,Haddad,shaddad9988@gmail.com,+90-939-295-9858,2023-05-09,USA,San Francisco,B2C
1638,Sofia,Mahboub,smahboub6665@yahoo.com,+74-912-296-5291,2024-04-12,Canada,Toronto,B2C
1639,Emma,Wilson,ewilson6255@outlook.com,+76-404-386-8338,2025-04-10,France,Marseille,B2C
1640,Hassan,Taylor,htaylor9688@yahoo.com,,2024-09-09,Canada,Calgary,Occasional
1641,Zara,Mahboub,zmahboub1213@gmail.com,+69-772-443-6499,2024-03-16,USA,Chicago,B2B
1642,Liam,Taylor,ltaylor2116@gmail.com,+92-929-785-6019,2023-08-14,Spain,Madrid,Occasional
1643,Ibrahim,Bennani,ibennani563@gmail.com,+22-729-437-8147,2022-10-30,Germany,Hamburg,B2C
1644,Emma,Wilson,ewilson9644@gmail.com,+9-926-734-7455,2022-12-19,France,Bordeaux,B2C
1645,Zara,Smith,zsmith9703@company.com,+27-990-264-2135,2024-02-08,USA,Chicago,Occasional
1646,Liam,Anderson,landerson3236@gmail.com,+67-250-789-2271,2024-06-30,Netherlands,Rotterdam,B2C
1647,Maria,Johnson,mjohnson1194@yahoo.com,+60-363-334-4528,2023-08-07,Canada,Calgary,B2C
1648,Ava,Clark,aclark1158@gmail.com,+85-765-231-9749,2023-10-31,Morocco,Tangier,B2C
1649,Noah,Clark,nclark9832@yahoo.com,+4-192-355-3743,2022-06-19,France,Bordeaux,B2C
1650,Alex,Garcia,agarcia7342@outlook.com,+17-983-375-2001,2023-09-11,Germany,Cologne,B2B
1651,Leila,Johnson,ljohnson6148@outlook.com,+29-279-734-9525,2023-11-24,Spain,Barcelona,Loyal
1652,Ibrahim,Thompson,ithompson6638@company.com,+9-128-563-1692,2023-01-10,UK,London,B2C
1653,Sam,Moore,smoore1768@yahoo.com,+41-774-110-8434,2024-09-11,UK,Liverpool,B2C
1654,Adam,Wilson,awilson8572@gmail.com,+15-621-150-1941,2024-10-14,Italy,Florence,B2C
1655,Adam,Martinez,amartinez366@outlook.com,+88-502-571-6773,2024-09-30,Spain,Valencia,B2C
1656,Hassan,Moore,hmoore5204@gmail.com,+4-120-115-6655,2025-06-19,USA,Miami,B2B
1657,Youssef,Martinez,ymartinez811@gmail.com,+46-664-348-3954,2024-06-11,USA,Austin,B2C
1658,Adam,Moore,amoore2548@yahoo.com,+90-398-465-4954,2022-08-04,USA,San Francisco,B2C
1659,Ethan,Taylor,etaylor3041@gmail.com,+80-105-667-6042,2024-06-24,Morocco,Rabat,B2C
1660,Maria,Smith,msmith1411@gmail.com,+48-687-360-2227,2024-04-25,Germany,Berlin,B2C
1661,Sam,El Amrani,sel amrani1459@yahoo.com,+15-608-582-6700,2024-12-01,UK,Manchester,Loyal
1662,Hassan,Davis,hdavis4919@company.com,+17-669-133-4704,2022-06-26,Morocco,Tangier,B2C
1663,Emma,Bennani,ebennani7965@outlook.com,+6-935-877-4649,2024-01-26,France,Bordeaux,B2C
1664,Adam,El Amrani,ael amrani3131@company.com,+39-748-404-5641,2022-12-04,Germany,Munich,B2B
